state,date,positive cases
District of Columbia,2022-06-09,152252
District of Columbia,2022-06-10,152553
District of Columbia,2022-06-11,152799
District of Columbia,2022-06-12,152799
District of Columbia,2022-06-13,152799
District of Columbia,2022-06-14,153244
District of Columbia,2022-06-15,153436
District of Columbia,2022-06-16,153661
District of Columbia,2022-06-17,153903
District of Columbia,2022-06-18,153903
District of Columbia,2022-06-19,153903
District of Columbia,2022-06-20,153903
District of Columbia,2022-06-21,154165
District of Columbia,2022-06-22,155026
District of Columbia,2022-06-23,155268
District of Columbia,2022-06-24,155268
District of Columbia,2022-06-25,155817
District of Columbia,2022-06-26,155817
District of Columbia,2022-06-27,155817
District of Columbia,2022-06-28,155817
District of Columbia,2022-06-29,156557
District of Columbia,2022-06-30,156802
District of Columbia,2022-07-01,157041
District of Columbia,2022-07-02,157041
District of Columbia,2022-07-03,157041
District of Columbia,2022-07-04,157041
District of Columbia,2022-07-05,157303
District of Columbia,2022-07-06,157303
District of Columbia,2022-07-07,158073
District of Columbia,2022-07-08,158281
District of Columbia,2022-07-09,158281
District of Columbia,2022-07-10,158281
District of Columbia,2022-07-11,158548
District of Columbia,2022-07-12,159055
District of Columbia,2022-07-13,159289
District of Columbia,2022-07-14,159494
District of Columbia,2022-07-15,159729
District of Columbia,2022-07-16,159729
District of Columbia,2022-07-17,159729
District of Columbia,2022-07-18,159729
District of Columbia,2022-07-19,160533
District of Columbia,2022-07-20,160723
District of Columbia,2022-07-21,160952
District of Columbia,2022-07-22,161169
District of Columbia,2022-07-23,161169
District of Columbia,2022-07-24,161169
District of Columbia,2022-07-25,161415
District of Columbia,2022-07-26,161415
District of Columbia,2022-07-27,162098
District of Columbia,2022-07-28,162327
District of Columbia,2022-07-29,162519
District of Columbia,2022-07-30,162519
District of Columbia,2022-07-31,162519
District of Columbia,2022-08-01,162692
District of Columbia,2022-08-02,162692
District of Columbia,2022-08-03,163192
District of Columbia,2022-08-04,163307
District of Columbia,2022-08-05,163429
District of Columbia,2022-08-06,163429
District of Columbia,2022-08-07,163429
District of Columbia,2022-08-08,163429
District of Columbia,2022-08-09,163915
District of Columbia,2022-08-10,164022
District of Columbia,2022-08-11,164253
District of Columbia,2022-08-12,164373
District of Columbia,2022-08-13,164373
District of Columbia,2022-08-14,164373
District of Columbia,2022-08-15,164373
District of Columbia,2022-08-16,164589
District of Columbia,2022-08-17,164724
District of Columbia,2022-08-18,164815
District of Columbia,2022-08-19,165055
District of Columbia,2022-08-20,165055
District of Columbia,2022-08-21,165055
District of Columbia,2022-08-22,165055
District of Columbia,2022-08-23,165478
District of Columbia,2022-08-24,165573
District of Columbia,2022-08-25,165667
District of Columbia,2022-08-26,165774
District of Columbia,2022-08-27,165774
District of Columbia,2022-08-28,165774
District of Columbia,2022-08-29,165774
District of Columbia,2022-08-30,166086
District of Columbia,2022-08-31,166166
District of Columbia,2022-09-01,166275
District of Columbia,2022-09-02,166381
District of Columbia,2022-09-03,166381
District of Columbia,2022-09-04,166381
District of Columbia,2022-09-05,166381
District of Columbia,2022-09-06,166474
District of Columbia,2022-09-07,166724
District of Columbia,2022-09-08,166784
District of Columbia,2022-09-09,166893
District of Columbia,2022-09-10,166893
District of Columbia,2022-09-11,166893
District of Columbia,2022-09-12,166893
District of Columbia,2022-09-13,166893
District of Columbia,2022-09-14,167242
District of Columbia,2022-09-15,167342
District of Columbia,2022-09-16,167420
District of Columbia,2022-09-17,167420
District of Columbia,2022-09-18,167420
District of Columbia,2022-09-19,167489
District of Columbia,2022-09-20,167796
District of Columbia,2022-09-21,167857
District of Columbia,2022-09-22,167857
District of Columbia,2022-09-23,168032
District of Columbia,2022-09-24,168032
District of Columbia,2022-09-25,168032
District of Columbia,2022-09-26,168141
District of Columbia,2022-09-27,168301
District of Columbia,2022-09-28,168359
District of Columbia,2022-09-29,168439
District of Columbia,2022-09-30,168514
District of Columbia,2022-10-01,168514
District of Columbia,2022-10-02,168514
District of Columbia,2022-10-03,168514
District of Columbia,2022-10-04,168614
District of Columbia,2022-10-05,168642
District of Columbia,2022-10-06,168660
District of Columbia,2022-10-07,168678
District of Columbia,2022-10-08,168678
District of Columbia,2022-10-09,168678
District of Columbia,2022-10-10,168678
District of Columbia,2022-10-11,168719
District of Columbia,2022-10-12,168760
District of Columbia,2022-10-13,168796
District of Columbia,2022-10-14,169116
District of Columbia,2022-10-15,169116
District of Columbia,2022-10-16,169116
District of Columbia,2022-10-17,169149
District of Columbia,2022-10-18,169149
District of Columbia,2022-10-19,169149
District of Columbia,2022-10-20,169149
District of Columbia,2022-10-21,169436
District of Columbia,2022-10-22,169436
District of Columbia,2022-10-23,169436
District of Columbia,2022-10-24,169436
District of Columbia,2022-10-25,169436
District of Columbia,2022-10-26,169436
District of Columbia,2022-10-27,169436
District of Columbia,2022-10-28,169709
District of Columbia,2022-10-29,169709
District of Columbia,2022-10-30,169709
District of Columbia,2022-10-31,169709
District of Columbia,2022-11-01,169709
District of Columbia,2022-11-02,169709
District of Columbia,2022-11-03,170041
District of Columbia,2022-11-04,170041
District of Columbia,2022-11-05,170041
District of Columbia,2022-11-06,170041
District of Columbia,2022-11-07,170041
District of Columbia,2022-11-08,170041
District of Columbia,2022-11-09,170041
District of Columbia,2022-11-10,170482
District of Columbia,2022-11-11,170482
District of Columbia,2022-11-12,170482
District of Columbia,2022-11-13,170482
District of Columbia,2022-11-14,170482
District of Columbia,2022-11-15,170482
District of Columbia,2022-11-16,170482
District of Columbia,2022-11-17,170750
District of Columbia,2022-11-18,170750
District of Columbia,2022-11-19,170750
District of Columbia,2022-11-20,170750
District of Columbia,2022-11-21,170750
District of Columbia,2022-11-22,170750
District of Columbia,2022-11-23,170750
District of Columbia,2022-11-24,170750
District of Columbia,2022-11-25,171317
District of Columbia,2022-11-26,171317
District of Columbia,2022-11-27,171317
District of Columbia,2022-11-28,171317
District of Columbia,2022-11-29,171317
District of Columbia,2022-11-30,171317
District of Columbia,2022-12-01,171608
Maryland,2020-03-05,3
Maryland,2020-03-06,3
Maryland,2020-03-07,3
Maryland,2020-03-08,5
Maryland,2020-03-09,6
Maryland,2020-03-10,9
Maryland,2020-03-11,13
Maryland,2020-03-12,13
Maryland,2020-03-13,18
Maryland,2020-03-14,27
Maryland,2020-03-15,32
Maryland,2020-03-16,39
Maryland,2020-03-17,57
Maryland,2020-03-18,85
Maryland,2020-03-19,108
Maryland,2020-03-20,150
Maryland,2020-03-21,195
Maryland,2020-03-22,245
Maryland,2020-03-23,290
Maryland,2020-03-24,349
Maryland,2020-03-25,423
Maryland,2020-03-26,581
Maryland,2020-03-27,790
Maryland,2020-03-28,1066
Maryland,2020-03-29,1244
Maryland,2020-03-30,1415
Maryland,2020-03-31,1662
Maryland,2020-04-01,1985
Maryland,2020-04-02,2331
Maryland,2020-04-03,2758
Maryland,2020-04-04,3125
Maryland,2020-04-05,3609
Maryland,2020-04-06,4045
Maryland,2020-04-07,4371
Maryland,2020-04-08,5529
Maryland,2020-04-09,6185
Maryland,2020-04-10,6968
Maryland,2020-04-11,7694
Maryland,2020-04-12,8225
Maryland,2020-04-13,8936
Maryland,2020-04-14,9472
Maryland,2020-04-15,10096
Maryland,2020-04-16,10851
Maryland,2020-04-17,11641
Maryland,2020-04-18,12379
Maryland,2020-04-19,12892
Maryland,2020-04-20,13750
Maryland,2020-04-21,14261
Maryland,2020-04-22,14842
Maryland,2020-04-23,15805
Maryland,2020-04-24,16693
Maryland,2020-04-25,17844
Maryland,2020-04-26,18664
Maryland,2020-04-27,19574
Maryland,2020-04-28,20200
Maryland,2020-04-29,20942
Maryland,2020-04-30,21825
Maryland,2020-05-01,23566
Maryland,2020-05-02,24568
Maryland,2020-05-03,25561
Maryland,2020-05-04,26509
Maryland,2020-05-05,27217
Maryland,2020-05-06,28263
Maryland,2020-05-07,29476
Maryland,2020-05-08,30592
Maryland,2020-05-09,31638
Maryland,2020-05-10,32693
Maryland,2020-05-11,33483
Maryland,2020-05-12,34174
Maryland,2020-05-13,34927
Maryland,2020-05-14,36021
Maryland,2020-05-15,37105
Maryland,2020-05-16,38083
Maryland,2020-05-17,38920
Maryland,2020-05-18,39882
Maryland,2020-05-19,41664
Maryland,2020-05-20,42442
Maryland,2020-05-21,43645
Maryland,2020-05-22,44539
Maryland,2020-05-23,45608
Maryland,2020-05-24,46919
Maryland,2020-05-25,47754
Maryland,2020-05-26,48290
Maryland,2020-05-27,49042
Maryland,2020-05-28,50334
Maryland,2020-05-29,51631
Maryland,2020-05-30,52662
Maryland,2020-05-31,53456
Maryland,2020-06-01,54035
Maryland,2020-06-02,54831
Maryland,2020-06-03,55617
Maryland,2020-06-04,56490
Maryland,2020-06-05,57407
Maryland,2020-06-06,58099
Maryland,2020-06-07,58593
Maryland,2020-06-08,59024
Maryland,2020-06-09,59543
Maryland,2020-06-10,60114
Maryland,2020-06-11,60823
Maryland,2020-06-12,61262
Maryland,2020-06-13,61935
Maryland,2020-06-14,62328
Maryland,2020-06-15,62653
Maryland,2020-06-16,63004
Maryland,2020-06-17,63565
Maryland,2020-06-18,63839
Maryland,2020-06-19,64150
Maryland,2020-06-20,64565
Maryland,2020-06-21,64903
Maryland,2020-06-22,65202
Maryland,2020-06-23,65602
Maryland,2020-06-24,65934
Maryland,2020-06-25,66397
Maryland,2020-06-26,66704
Maryland,2020-06-27,67032
Maryland,2020-06-28,67360
Maryland,2020-06-29,67837
Maryland,2020-06-30,68152
Maryland,2020-07-01,68502
Maryland,2020-07-02,69015
Maryland,2020-07-03,69422
Maryland,2020-07-04,69724
Maryland,2020-07-05,69957
Maryland,2020-07-06,70497
Maryland,2020-07-07,70986
Maryland,2020-07-08,71455
Maryland,2020-07-09,72037
Maryland,2020-07-10,72503
Maryland,2020-07-11,73060
Maryland,2020-07-12,73705
Maryland,2020-07-13,74124
Maryland,2020-07-14,74836
Maryland,2020-07-15,75576
Maryland,2020-07-16,76237
Maryland,2020-07-17,76941
Maryland,2020-07-18,77773
Maryland,2020-07-19,78698
Maryland,2020-07-20,79251
Maryland,2020-07-21,80111
Maryland,2020-07-22,80738
Maryland,2020-07-23,81396
Maryland,2020-07-24,82326
Maryland,2020-07-25,83617
Maryland,2020-07-26,84306
Maryland,2020-07-27,85436
Maryland,2020-07-28,86091
Maryland,2020-07-29,86846
Maryland,2020-07-30,87740
Maryland,2020-07-31,88907
Maryland,2020-08-01,89925
Maryland,2020-08-02,90835
Maryland,2020-08-03,91705
Maryland,2020-08-04,92416
Maryland,2020-08-05,93000
Maryland,2020-08-06,93598
Maryland,2020-08-07,94395
Maryland,2020-08-08,95157
Maryland,2020-08-09,96065
Maryland,2020-08-10,96821
Maryland,2020-08-11,97403
Maryland,2020-08-12,97959
Maryland,2020-08-13,98728
Maryland,2020-08-14,99430
Maryland,2020-08-15,100237
Maryland,2020-08-16,100772
Maryland,2020-08-17,101276
Maryland,2020-08-18,101780
Maryland,2020-08-19,102215
Maryland,2020-08-20,102783
Maryland,2020-08-21,103461
Maryland,2020-08-22,104040
Maryland,2020-08-23,104618
Maryland,2020-08-24,105168
Maryland,2020-08-25,105554
Maryland,2020-08-26,105996
Maryland,2020-08-27,106558
Maryland,2020-08-28,107146
Maryland,2020-08-29,107790
Maryland,2020-08-30,108286
Maryland,2020-08-31,108742
Maryland,2020-09-01,109353
Maryland,2020-09-02,109808
Maryland,2020-09-03,110504
Maryland,2020-09-04,111332
Maryland,2020-09-05,112104
Maryland,2020-09-06,112557
Maryland,2020-09-07,113378
Maryland,2020-09-08,113734
Maryland,2020-09-09,114070
Maryland,2020-09-10,114574
Maryland,2020-09-11,115217
Maryland,2020-09-12,115876
Maryland,2020-09-13,116600
Maryland,2020-09-14,117147
Maryland,2020-09-15,117745
Maryland,2020-09-16,118387
Maryland,2020-09-17,119017
Maryland,2020-09-18,119559
Maryland,2020-09-19,120107
Maryland,2020-09-20,120656
Maryland,2020-09-21,121068
Maryland,2020-09-22,121409
Maryland,2020-09-23,121793
Maryland,2020-09-24,122293
Maryland,2020-09-25,122850
Maryland,2020-09-26,123328
Maryland,2020-09-27,123895
Maryland,2020-09-28,124371
Maryland,2020-09-29,124805
Maryland,2020-09-30,125217
Maryland,2020-10-01,125997
Maryland,2020-10-02,126711
Maryland,2020-10-03,127194
Maryland,2020-10-04,127785
Maryland,2020-10-05,128277
Maryland,2020-10-06,128691
Maryland,2020-10-07,129158
Maryland,2020-10-08,129919
Maryland,2020-10-09,130652
Maryland,2020-10-10,131169
Maryland,2020-10-11,131853
Maryland,2020-10-12,132357
Maryland,2020-10-13,132839
Maryland,2020-10-14,133413
Maryland,2020-10-15,134042
Maryland,2020-10-16,134822
Maryland,2020-10-17,135463
Maryland,2020-10-18,136149
Maryland,2020-10-19,136643
Maryland,2020-10-20,137229
Maryland,2020-10-21,137720
Maryland,2020-10-22,138473
Maryland,2020-10-23,139185
Maryland,2020-10-24,139859
Maryland,2020-10-25,140770
Maryland,2020-10-26,141334
Maryland,2020-10-27,142237
Maryland,2020-10-28,142918
Maryland,2020-10-29,143875
Maryland,2020-10-30,144800
Maryland,2020-10-31,145593
Maryland,2020-11-01,146627
Maryland,2020-11-02,147477
Maryland,2020-11-03,148249
Maryland,2020-11-04,149232
Maryland,2020-11-05,150424
Maryland,2020-11-06,151964
Maryland,2020-11-07,153198
Maryland,2020-11-08,154451
Maryland,2020-11-09,155824
Maryland,2020-11-10,157149
Maryland,2020-11-11,158836
Maryland,2020-11-12,160311
Maryland,2020-11-13,162181
Maryland,2020-11-14,164239
Maryland,2020-11-15,166317
Maryland,2020-11-16,168041
Maryland,2020-11-17,170193
Maryland,2020-11-18,172204
Maryland,2020-11-19,175092
Maryland,2020-11-20,177239
Maryland,2020-11-21,180125
Maryland,2020-11-22,182482
Maryland,2020-11-23,184140
Maryland,2020-11-24,185812
Maryland,2020-11-25,188509
Maryland,2020-11-26,190635
Maryland,2020-11-27,193205
Maryland,2020-11-28,194603
Maryland,2020-11-29,196727
Maryland,2020-11-30,198710
Maryland,2020-12-01,201479
Maryland,2020-12-02,203672
Maryland,2020-12-03,205716
Maryland,2020-12-04,209512
Maryland,2020-12-05,212545
Maryland,2020-12-06,215348
Maryland,2020-12-07,217647
Maryland,2020-12-08,220279
Maryland,2020-12-09,222971
Maryland,2020-12-10,226173
Maryland,2020-12-11,228792
Maryland,2020-12-12,232172
Maryland,2020-12-13,234975
Maryland,2020-12-14,237215
Maryland,2020-12-15,239694
Maryland,2020-12-16,242057
Maryland,2020-12-17,244247
Maryland,2020-12-18,246816
Maryland,2020-12-19,248924
Maryland,2020-12-20,251069
Maryland,2020-12-21,253345
Maryland,2020-12-22,255666
Maryland,2020-12-23,258129
Maryland,2020-12-24,260994
Maryland,2020-12-25,263326
Maryland,2020-12-26,265606
Maryland,2020-12-27,267455
Maryland,2020-12-28,269442
Maryland,2020-12-29,271267
Maryland,2020-12-30,273881
Maryland,2020-12-31,276834
Maryland,2021-01-01,280387
Maryland,2021-01-02,283339
Maryland,2021-01-03,285487
Maryland,2021-01-04,287970
Maryland,2021-01-05,289927
Maryland,2021-01-06,293079
Maryland,2021-01-07,296049
Maryland,2021-01-08,299781
Maryland,2021-01-09,303535
Maryland,2021-01-10,306853
Maryland,2021-01-11,309874
Maryland,2021-01-12,312534
Maryland,2021-01-13,315055
Maryland,2021-01-14,318002
Maryland,2021-01-15,320923
Maryland,2021-01-16,324203
Maryland,2021-01-17,326648
Maryland,2021-01-18,328417
Maryland,2021-01-19,330390
Maryland,2021-01-20,332558
Maryland,2021-01-21,334725
Maryland,2021-01-22,337129
Maryland,2021-01-23,339482
Maryland,2021-01-24,341666
Maryland,2021-01-25,343353
Maryland,2021-01-26,344839
Maryland,2021-01-27,346734
Maryland,2021-01-28,348925
Maryland,2021-01-29,350805
Maryland,2021-01-30,352902
Maryland,2021-01-31,354649
Maryland,2021-02-01,355812
Maryland,2021-02-02,356717
Maryland,2021-02-03,357660
Maryland,2021-02-04,359214
Maryland,2021-02-05,360762
Maryland,2021-02-06,362263
Maryland,2021-02-07,363829
Maryland,2021-02-08,364732
Maryland,2021-02-09,365708
Maryland,2021-02-10,366845
Maryland,2021-02-11,368044
Maryland,2021-02-12,369156
Maryland,2021-02-13,370316
Maryland,2021-02-14,371163
Maryland,2021-02-15,371885
Maryland,2021-02-16,372403
Maryland,2021-02-17,373161
Maryland,2021-02-18,374148
Maryland,2021-02-19,375156
Maryland,2021-02-20,375919
Maryland,2021-02-21,376537
Maryland,2021-02-22,377148
Maryland,2021-02-23,377810
Maryland,2021-02-24,378672
Maryland,2021-02-25,379648
Maryland,2021-02-26,380618
Maryland,2021-02-27,381454
Maryland,2021-02-28,382281
Maryland,2021-03-01,382884
Maryland,2021-03-02,383352
Maryland,2021-03-03,384138
Maryland,2021-03-04,384947
Maryland,2021-03-05,385860
Maryland,2021-03-06,386792
Maryland,2021-03-07,387501
Maryland,2021-03-08,388217
Maryland,2021-03-09,388848
Maryland,2021-03-10,389748
Maryland,2021-03-11,390672
Maryland,2021-03-12,391662
Maryland,2021-03-13,392763
Maryland,2021-03-14,393623
Maryland,2021-03-15,394240
Maryland,2021-03-16,394900
Maryland,2021-03-17,395817
Maryland,2021-03-18,396930
Maryland,2021-03-19,398083
Maryland,2021-03-20,399201
Maryland,2021-03-21,400208
Maryland,2021-03-22,400890
Maryland,2021-03-23,401612
Maryland,2021-03-24,402785
Maryland,2021-03-25,404167
Maryland,2021-03-26,405528
Maryland,2021-03-27,406894
Maryland,2021-03-28,408229
Maryland,2021-03-29,409260
Maryland,2021-03-30,410163
Maryland,2021-03-31,411529
Maryland,2021-04-01,413113
Maryland,2021-04-02,414570
Maryland,2021-04-03,415845
Maryland,2021-04-04,417514
Maryland,2021-04-05,418374
Maryland,2021-04-06,419241
Maryland,2021-04-07,420712
Maryland,2021-04-08,422009
Maryland,2021-04-09,423849
Maryland,2021-04-10,425433
Maryland,2021-04-11,426916
Maryland,2021-04-12,427901
Maryland,2021-04-13,428985
Maryland,2021-04-14,430537
Maryland,2021-04-15,431981
Maryland,2021-04-16,433545
Maryland,2021-04-17,435045
Maryland,2021-04-18,436214
Maryland,2021-04-19,436846
Maryland,2021-04-20,437770
Maryland,2021-04-21,438975
Maryland,2021-04-22,440178
Maryland,2021-04-23,441341
Maryland,2021-04-24,442537
Maryland,2021-04-25,443443
Maryland,2021-04-26,444001
Maryland,2021-04-27,444678
Maryland,2021-04-28,445681
Maryland,2021-04-29,446647
Maryland,2021-04-30,447590
Maryland,2021-05-01,448529
Maryland,2021-05-02,449180
Maryland,2021-05-03,449701
Maryland,2021-05-04,450201
Maryland,2021-05-05,450880
Maryland,2021-05-06,451458
Maryland,2021-05-07,452226
Maryland,2021-05-08,452882
Maryland,2021-05-09,453316
Maryland,2021-05-10,453592
Maryland,2021-05-11,453992
Maryland,2021-05-12,454463
Maryland,2021-05-13,454937
Maryland,2021-05-14,455449
Maryland,2021-05-15,455827
Maryland,2021-05-16,456196
Maryland,2021-05-17,456408
Maryland,2021-05-18,456619
Maryland,2021-05-19,456956
Maryland,2021-05-20,457275
Maryland,2021-05-21,457718
Maryland,2021-05-22,458239
Maryland,2021-05-23,458483
Maryland,2021-05-24,458711
Maryland,2021-05-25,458871
Maryland,2021-05-26,459069
Maryland,2021-05-27,459308
Maryland,2021-05-28,459555
Maryland,2021-05-29,459740
Maryland,2021-05-30,459989
Maryland,2021-05-31,460106
Maryland,2021-06-01,460207
Maryland,2021-06-02,460272
Maryland,2021-06-03,460406
Maryland,2021-06-04,460552
Maryland,2021-06-05,460684
Maryland,2021-06-06,460789
Maryland,2021-06-07,460873
Maryland,2021-06-08,460952
Maryland,2021-06-09,461079
Maryland,2021-06-10,461201
Maryland,2021-06-11,461315
Maryland,2021-06-12,461402
Maryland,2021-06-13,461485
Maryland,2021-06-14,461545
Maryland,2021-06-15,461609
Maryland,2021-06-16,461687
Maryland,2021-06-17,461766
Maryland,2021-06-18,461852
Maryland,2021-06-19,461914
Maryland,2021-06-20,461956
Maryland,2021-06-21,461996
Maryland,2021-06-22,462045
Maryland,2021-06-23,462104
Maryland,2021-06-24,462170
Maryland,2021-06-25,462234
Maryland,2021-06-26,462295
Maryland,2021-06-27,462361
Maryland,2021-06-28,462398
Maryland,2021-06-29,462434
Maryland,2021-06-30,462496
Maryland,2021-07-01,462571
Maryland,2021-07-02,462656
Maryland,2021-07-03,462752
Maryland,2021-07-04,462813
Maryland,2021-07-05,462851
Maryland,2021-07-06,462898
Maryland,2021-07-07,462953
Maryland,2021-07-08,463052
Maryland,2021-07-09,463197
Maryland,2021-07-10,463324
Maryland,2021-07-11,463403
Maryland,2021-07-12,463482
Maryland,2021-07-13,463600
Maryland,2021-07-14,463704
Maryland,2021-07-15,463882
Maryland,2021-07-16,464065
Maryland,2021-07-17,464248
Maryland,2021-07-18,464414
Maryland,2021-07-19,464553
Maryland,2021-07-20,464710
Maryland,2021-07-21,464954
Maryland,2021-07-22,465257
Maryland,2021-07-23,465545
Maryland,2021-07-24,465862
Maryland,2021-07-25,466168
Maryland,2021-07-26,466424
Maryland,2021-07-27,466733
Maryland,2021-07-28,467149
Maryland,2021-07-29,467654
Maryland,2021-07-30,468180
Maryland,2021-07-31,468767
Maryland,2021-08-01,469314
Maryland,2021-08-02,469762
Maryland,2021-08-03,470130
Maryland,2021-08-04,470825
Maryland,2021-08-05,471554
Maryland,2021-08-06,472444
Maryland,2021-08-07,473336
Maryland,2021-08-08,474189
Maryland,2021-08-09,474775
Maryland,2021-08-10,475405
Maryland,2021-08-11,476291
Maryland,2021-08-12,477338
Maryland,2021-08-13,478288
Maryland,2021-08-14,479304
Maryland,2021-08-15,480173
Maryland,2021-08-16,480939
Maryland,2021-08-17,481790
Maryland,2021-08-18,482802
Maryland,2021-08-19,483862
Maryland,2021-08-20,485068
Maryland,2021-08-21,486200
Maryland,2021-08-22,487190
Maryland,2021-08-23,488115
Maryland,2021-08-24,488962
Maryland,2021-08-25,490152
Maryland,2021-08-26,491396
Maryland,2021-08-27,492770
Maryland,2021-08-28,494138
Maryland,2021-08-29,495205
Maryland,2021-08-30,496147
Maryland,2021-08-31,497225
Maryland,2021-09-01,498599
Maryland,2021-09-02,499871
Maryland,2021-09-03,501259
Maryland,2021-09-04,502453
Maryland,2021-09-05,503258
Maryland,2021-09-06,504285
Maryland,2021-09-07,505080
Maryland,2021-09-08,505781
Maryland,2021-09-09,506688
Maryland,2021-09-10,508241
Maryland,2021-09-11,509617
Maryland,2021-09-12,510768
Maryland,2021-09-13,511871
Maryland,2021-09-14,512966
Maryland,2021-09-15,514156
Maryland,2021-09-16,515486
Maryland,2021-09-17,517011
Maryland,2021-09-18,518289
Maryland,2021-09-19,519325
Maryland,2021-09-20,520464
Maryland,2021-09-21,521438
Maryland,2021-09-22,522583
Maryland,2021-09-23,523988
Maryland,2021-09-24,525351
Maryland,2021-09-25,526919
Maryland,2021-09-26,528033
Maryland,2021-09-27,528993
Maryland,2021-09-28,529966
Maryland,2021-09-29,531091
Maryland,2021-09-30,532570
Maryland,2021-10-01,534101
Maryland,2021-10-02,535388
Maryland,2021-10-03,536480
Maryland,2021-10-04,537558
Maryland,2021-10-05,538206
Maryland,2021-10-06,539283
Maryland,2021-10-07,540681
Maryland,2021-10-08,541857
Maryland,2021-10-09,543116
Maryland,2021-10-10,544449
Maryland,2021-10-11,545258
Maryland,2021-10-12,545669
Maryland,2021-10-13,546783
Maryland,2021-10-14,547907
Maryland,2021-10-15,548975
Maryland,2021-10-16,549911
Maryland,2021-10-17,550782
Maryland,2021-10-18,551496
Maryland,2021-10-19,552038
Maryland,2021-10-20,552755
Maryland,2021-10-21,553824
Maryland,2021-10-22,554687
Maryland,2021-10-23,555597
Maryland,2021-10-24,556314
Maryland,2021-10-25,556826
Maryland,2021-10-26,557423
Maryland,2021-10-27,558154
Maryland,2021-10-28,559083
Maryland,2021-10-29,559994
Maryland,2021-10-30,560865
Maryland,2021-10-31,561501
Maryland,2021-11-01,561949
Maryland,2021-11-02,562431
Maryland,2021-11-03,563127
Maryland,2021-11-04,563927
Maryland,2021-11-05,564795
Maryland,2021-11-06,565586
Maryland,2021-11-07,566313
Maryland,2021-11-08,566868
Maryland,2021-11-09,567316
Maryland,2021-11-10,568160
Maryland,2021-11-11,569146
Maryland,2021-11-12,570055
Maryland,2021-11-13,571038
Maryland,2021-11-14,571857
Maryland,2021-11-15,572574
Maryland,2021-11-16,573276
Maryland,2021-11-17,574067
Maryland,2021-11-18,575147
Maryland,2021-11-19,576229
Maryland,2021-11-20,577246
Maryland,2021-11-21,578252
Maryland,2021-11-22,579084
Maryland,2021-11-23,579824
Maryland,2021-11-24,580729
Maryland,2021-11-25,580729
Maryland,2021-11-26,580729
Maryland,2021-11-27,583532
Maryland,2021-11-28,584370
Maryland,2021-11-29,585132
Maryland,2021-11-30,586376
Maryland,2021-12-01,587518
Maryland,2021-12-02,589346
Maryland,2021-12-03,591046
Maryland,2021-12-04,592912
Maryland,2021-12-05,592912
Maryland,2021-12-06,592912
Maryland,2021-12-07,592912
Maryland,2021-12-08,592912
Maryland,2021-12-09,592912
Maryland,2021-12-10,592912
Maryland,2021-12-11,592912
Maryland,2021-12-12,592912
Maryland,2021-12-13,592912
Maryland,2021-12-14,592912
Maryland,2021-12-15,592912
Maryland,2021-12-16,592912
Maryland,2021-12-17,592912
Maryland,2021-12-18,592912
Maryland,2021-12-19,592912
Maryland,2021-12-20,621453
Maryland,2021-12-21,627671
Maryland,2021-12-22,631743
Maryland,2021-12-23,638612
Maryland,2021-12-24,638612
Maryland,2021-12-25,638612
Maryland,2021-12-26,663647
Maryland,2021-12-27,669023
Maryland,2021-12-28,675599
Maryland,2021-12-29,686473
Maryland,2021-12-30,700789
Maryland,2021-12-31,700789
Maryland,2022-01-01,700789
Maryland,2022-01-02,737437
Maryland,2022-01-03,751688
Maryland,2022-01-04,766182
Maryland,2022-01-05,776468
Maryland,2022-01-06,789204
Maryland,2022-01-07,800982
Maryland,2022-01-08,813929
Maryland,2022-01-09,831182
Maryland,2022-01-10,840865
Maryland,2022-01-11,850558
Maryland,2022-01-12,861593
Maryland,2022-01-13,872182
Maryland,2022-01-14,882170
Maryland,2022-01-15,892052
Maryland,2022-01-16,899922
Maryland,2022-01-17,906460
Maryland,2022-01-18,909675
Maryland,2022-01-19,913716
Maryland,2022-01-20,922613
Maryland,2022-01-21,927349
Maryland,2022-01-22,932195
Maryland,2022-01-23,935874
Maryland,2022-01-24,938568
Maryland,2022-01-25,940968
Maryland,2022-01-26,943869
Maryland,2022-01-27,947125
Maryland,2022-01-28,950136
Maryland,2022-01-29,952528
Maryland,2022-01-30,954469
Maryland,2022-01-31,955537
Maryland,2022-02-01,957036
Maryland,2022-02-02,958385
Maryland,2022-02-03,960459
Maryland,2022-02-04,962063
Maryland,2022-02-05,963691
Maryland,2022-02-06,964815
Maryland,2022-02-07,965587
Maryland,2022-02-08,966325
Maryland,2022-02-09,967076
Maryland,2022-02-10,968176
Maryland,2022-02-11,968907
Maryland,2022-02-12,969848
Maryland,2022-02-13,970566
Maryland,2022-02-14,970991
Maryland,2022-02-15,971435
Maryland,2022-02-16,994837
Maryland,2022-02-17,995589
Maryland,2022-02-18,996443
Maryland,2022-02-19,997309
Maryland,2022-02-20,998398
Maryland,2022-02-21,998398
Maryland,2022-02-22,999151
Maryland,2022-02-23,999492
Maryland,2022-02-24,1000153
Maryland,2022-02-25,1000825
Maryland,2022-02-26,1001772
Maryland,2022-02-27,1002153
Maryland,2022-02-28,1002542
Maryland,2022-03-01,1002897
Maryland,2022-03-02,1003302
Maryland,2022-03-03,1003773
Maryland,2022-03-04,1004171
Maryland,2022-03-05,1004553
Maryland,2022-03-06,1004802
Maryland,2022-03-07,1005025
